Date,LAK,AOA,ANG,NOK,XPF,AFN,MZN,DOP,CZK,THB,UZS,HTG,SHP,LTL,ISK,TMT,BIF,NGN,KMF,HRK,NZD,SBD,HNL,MYR,IRR,BWP,LYD,SOS,STD,KRW,NAD,VUV,YER,GMD,MAD,BSD,AWG,RSD,BYR,KZT,XAF,INR,HKD,UYU,JOD,LSL,MUR,GBP,EUR,SZL,SLL,DJF,ERN,VND,BYN,XCD,CVE,ARS,KHR,CRC,GHS,TRY,MGA,PHP,KWD,SIT,PAB,GIP,BBD,VEF,CNY,CDF,QAR,FJD,IDR,PKR,RWF,MWK,BGN,JPY,UGX,TWD,SDG,TND,ZMW,LRD,BMD,FRF,BAM,PLN,ITL,LBP,KPW,CNH,MNT,WST,ETB,MKD,MDL,CHF,AUD,GEL,TJS,ILS,SCR,MMK,JMD,MXV,SYP,AMD,TZS,OMR,IEP,BHD,BZD,TOP,ECS,CAD,AED,NIO,CLP,PYG,GTQ,DEM,RUB,FKP,KGS,GYD,BRL,LVL,BTN,MXN,MVR,XOF,SRD,DKK,USD,ZWL,PEN,SVC,EGP,IQD,BND,RON,SGD,TTD,AZN,MOP,XDR,MRO,KYD,GNF,DZD,ZAR,SEK,CUP,PGK,SAR,UAH,COP,KES,BDT,BOB,NPR,CLF,HUF,ALL,LKR,BRX,HUX
14/04/2018,8276,217.610992,1.78,7.7749,96.120003,69.699997,60,49.400002,20.504999,31.15,8075,64.699997,0.7018,3.0487,98.599998,3.4,1750.97998,359,398.269989,6.0176,1.3584,7.8039,23.562,3.8785,42000,9.6196,1.3235,562,19871.80078,1070.180054,12.071,106.889999,249.850006,46.93,9.1819,1,1.78,95.588898,20020,326.859985,531.469971,65.249001,7.8486,28.26,0.7085,12.09,33.5,0.70248,0.8106,12.0699,7630,176.830002,14.99,22783,1.96,2.7,89.43,20.190001,4006,562,4.4265,4.0959,3175,51.950001,0.2995,216.486755,1,0.7018,2,49376,6.2724,1565.5,3.6403,2.01,13748,115.5,844.609985,713.440002,1.5879,107.32,3687,29.306999,18.051201,2.4297,9.51,132.130005,1,1700.272217,1.5883,3.3094,1700.272217,1505,900,6.2671,2379,2.5629,27.219999,49.650002,16.308001,0.9618,1.2873,2.397,8.8391,3.5121,13.43,1319,123.75,3.000552,514.97998,482.420013,2266,0.3848,0.699154,0.3768,1.9978,2.2123,25000,1.2604,3.6723,31.030001,595.909973,5521,7.336,1.71745,62.019001,0.7015,68.876701,204.639999,3.4222,0.62055,65.349998,18.034,15.57,531.469971,7.42,6.0371,1,322.355011,3.2176,8.75,17.559999,1184,1.3113,3.7769,1.3114,6.6295,1.6995,8.0803,0.68756,352,0.82,9000,113.936996,12.0613,8.4779,1,3.1725,3.7498,26.145,2710.100098,100.449997,82.870003,6.86,104.150002,0.02185,251.710007,104.199997,155.600006,3.4099,252.119995
